2016-01-18 17:08:00,1.09171,1.0927200000000001,1.08687,1.0891600000000001,1.0027777777777778,1.0840478739701953,1.0858349999999999,-0.002610000000000001,44.44444444439013
2016-01-19 17:13:00,1.0890799999999998,1.09388,1.08592,1.09056,1.0034722222222223,1.0842432377510893,1.0861372727272727,0.0013999999999998458,39.999999999952
2016-01-20 17:13:00,1.0906,1.09758,1.08772,1.08877,1.0,1.0843790406185565,1.0865058333333333,-0.0017899999999999583,45.454545454491736
2016-01-21 17:13:00,1.08879,1.0921,1.0777700000000001,1.0874,1.0,1.0844696693999998,1.0866799999999999,-0.0013700000000000934,41.666666666618056
2016-01-24 17:13:00,1.08718,1.08764,1.0788200000000001,1.0793,3.0,1.0843145793179998,1.0867314285714287,-0.008099999999999996,38.46153846149704
2016-01-25 17:14:00,1.0792899999999999,1.08568,1.07895,1.08495,1.0006944444444446,1.08433364193846,1.086236,0.005650000000000155,35.714285714249996
2016-01-26 17:14:00,1.08495,1.08744,1.08186,1.08659,1.0,1.0844013326803061,1.086155625,0.0016399999999998638,42.8571428571
2016-01-27 17:15:00,1.0866200000000001,1.0916299999999999,1.0850600000000001,1.0892899999999999,1.0006944444444446,1.0845479926998969,1.0861811764705882,0.0026999999999999247,42.8571428571
2016-01-28 17:15:00,1.08925,1.09675,1.08696,1.09388,1.0,1.0848279529189,1.0863538888888888,0.004590000000000094,42.8571428571
2016-01-31 17:15:00,1.09381,1.09485,1.08099,1.08332,3.0,1.0847827143313329,1.0867499999999999,-0.010559999999999903,49.99999999995
2016-02-01 17:15:00,1.08332,1.09127,1.08149,1.08896,1.0,1.0849080329013927,1.0865785,0.005639999999999867,49.99999999995
2016-02-02 17:15:00,1.08897,1.09398,1.08856,1.09171,1.0,1.0851120919143509,1.0866919047619046,0.00275000000000003,57.1428571428
2016-02-03 17:15:00,1.09172,1.1145399999999999,1.09036,1.10921,1.0,1.0858350291569203,1.0869199999999999,0.01750000000000007,57.1428571428
2016-02-04 17:15:00,1.10925,1.12392,1.10695,1.12035,1.0,1.0868704782822127,1.0878891304347824,0.011139999999999928,64.28571428565
2016-02-07 17:15:00,1.12035,1.12449,1.1108799999999999,1.1145100000000001,3.0,1.0876996639337464,1.0892416666666667,-0.005839999999999845,64.28571428565
2016-02-08 17:18:00,1.1145200000000002,1.12158,1.10864,1.1193799999999998,1.0020833333333334,1.088650074015734,1.0902524,0.004869999999999708,64.28571428565
2016-02-09 17:18:00,1.1193799999999998,1.13381,1.1162299999999998,1.12896,1.0,1.089859371795262,1.0913726923076923,0.009580000000000144,64.28571428565
2016-02-10 17:18:00,1.12896,1.13114,1.11602,1.1286,1.0,1.091021590641404,1.0927648148148148,-0.00035999999999991594,71.4285714285
2016-02-11 17:18:00,1.12826,1.13765,1.1273799999999998,1.13221,1.0,1.0922572429221618,1.0940446428571426,0.003609999999999891,71.4285714285
2016-02-14 17:19:00,1.13225,1.1333600000000001,1.1214,1.1244299999999998,3.0006944444444446,1.093222425634497,1.0953606896551724,-0.00778000000000012,78.57142857135
2016-02-15 17:19:00,1.1244399999999999,1.12497,1.1127799999999999,1.11565,1.0,1.093895252865462,1.0963296666666664,-0.008779999999999788,71.4285714285
2016-02-16 17:19:00,1.1154700000000002,1.1193,1.1124100000000001,1.1140700000000001,1.0,1.0945004952794979,1.0969529032258063,-0.0015799999999999148,64.28571428565
2016-02-17 17:20:00,1.11396,1.11789,1.11058,1.11263,1.0006944444444446,1.095044380421113,1.0974878124999998,-0.0014400000000001079,57.1428571428
2016-02-18 17:20:00,1.11247,1.11495,1.10709,1.11099,1.0,1.0955227490084793,1.0979466666666666,-0.0016400000000000858,49.99999999995
2016-02-21 17:20:00,1.11099,1.11394,1.10667,1.11215,3.0,1.096021566538225,1.098330294117647,0.0011600000000000499,49.99999999995
2016-02-22 17:20:00,1.11209,1.1124399999999999,1.1003,1.10275,1.0,1.0962234195420781,1.0987251428571427,-0.009400000000000075,49.99999999995
2016-02-23 17:20:00,1.10273,1.10525,1.099,1.10205,1.0,1.0963982169558157,1.0988369444444444,-0.0006999999999999229,42.8571428571
2016-02-24 17:20:00,1.10192,1.1046200000000002,1.09572,1.10153,1.0,1.0965521704471413,1.0989237837837837,-0.000520000000000076,35.714285714249996
2016-02-25 17:20:00,1.10146,1.105,1.09866,1.10202,1.0,1.096716205333727,1.0989923684210525,0.0004900000000001015,28.57142857139999
2016-02-28 17:20:00,1.10202,1.1068200000000001,1.0911600000000001,1.09178,3.0,1.096568119173715,1.09907,-0.010240000000000027,35.714285714249996
2016-02-29 17:23:00,1.09191,1.0962399999999999,1.0859299999999998,1.08764,1.0020833333333334,1.0963002755985036,1.09888775,-0.0041400000000000325,28.57142857139999
2016-03-01 17:23:00,1.08765,1.08936,1.08341,1.0863200000000002,1.0,1.0960008673305486,1.0986134146341464,-0.0013199999999997658,21.42857142855
2016-03-02 17:23:00,1.08643,1.0881100000000001,1.08254,1.08681,1.0,1.0957251413106321,1.0983207142857143,0.0004899999999998794,21.42857142855
2016-03-03 17:24:00,1.0868,1.09728,1.08535,1.0950600000000001,1.0006944444444446,1.095705187071313,1.098053023255814,0.00825000000000009,21.42857142855
2016-03-06 17:27:00,1.09509,1.10435,1.0903100000000001,1.09938,3.002083333333333,1.0958154314591735,1.097985,0.0043199999999998795,28.57142857139999
2016-03-07 17:28:00,1.0992600000000001,1.10258,1.094,1.10124,1.0006944444444446,1.0959781685153984,1.0980159999999999,0.0018599999999999728,35.714285714249996
